,Happiness_Rank,Country,Region,Happiness_Score,GDP_hscore,LifeExp_hscore,Freedom_hscore,Generosity_hscore,Corruption_hscore,Year,Actual_CrimeRate,Actual_GDP,Actual_LifeExp
412,51,Kuwait,Middle East and North Africa,6.021,1.5,0.808,0.493,0.142,0.097,2019,33.91,32373.25111,32373.25111
413,48,Kuwait,Middle East and North Africa,6.102099895,1.424833655,0.776468933,0.570261419,0.132751092,0.112814933,2020,34.75,..,..
414,77,Kyrgyzstan,Commonwealth of Independent States,5.286,0.47428,0.65088,0.43477,0.3003,0.04232,2015,65.07,,
415,85,Kyrgyzstan,Commonwealth of Independent States,5.185,0.56044,0.55449,0.40212,0.38432,0.04762,2016,,,
416,98,Kyrgyzstan,Commonwealth of Independent States,5.004000187,0.596220076,0.553457797,0.454943389,0.428580374,0.039439179,2017,,,
417,92,Kyrgyzstan,Commonwealth of Independent States,5.131,0.53,0.594,0.54,0.281,0.035,2018,,,
418,86,Kyrgyzstan,Commonwealth of Independent States,5.261,0.551,0.723,0.508,0.3,0.023,2019,,,
419,74,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.513180971,0.680645883,0.614617765,0.30137074,0.030466691,2020,,,
420,89,Latvia,Central and Eastern Europe,5.098,1.11312,0.72437,0.29671,0.18226,0.06332,2015,37.22,13774.60527,13774.60527
421,68,Latvia,Central and Eastern Europe,5.56,1.21788,0.63952,0.27996,0.17445,0.0889,2016,37.79,14315.79289,14315.79289
422,54,Latvia,Central and Eastern Europe,5.849999905,1.260748625,0.638566971,0.325707912,0.153074786,0.073842727,2017,36.45,15643.48563,15643.48563
423,53,Latvia,Central and Eastern Europe,5.933,1.148,0.671,0.363,0.092,0.066,2018,36.89,17849.5593,17849.5593
424,53,Latvia,Central and Eastern Europe,5.94,1.187,0.812,0.264,0.075,0.064,2019,36.77,17794.47862,17794.47862
425,57,Latvia,Central and Eastern Europe,5.949999809,1.14139545,0.777902424,0.329198807,0.075407945,0.090391524,2020,36.95,17619.95239,17619.95239
426,103,Lebanon,Middle East and North Africa,4.839,1.02564,0.83947,0.33916,0.21854,0.04582,2015,51.98,7644.545147,7644.545147
427,93,Lebanon,Middle East and North Africa,5.129,1.12268,0.76171,0.26228,0.23693,0.03061,2016,50.56,7626.300196,7626.300196
428,88,Lebanon,Middle East and North Africa,5.224999905,1.074987531,0.735081077,0.288515985,0.264450759,0.03751383,2017,49.16,7792.59886,7792.59886
429,80,Lebanon,Middle East and North Africa,5.358,0.965,0.785,0.503,0.214,0.136,2018,49.16,8012.539237,8012.539237
430,91,Lebanon,Middle East and North Africa,5.197,0.987,0.815,0.216,0.166,0.027,2019,44.27,7583.699146,7583.699146
431,109,Lebanon,Middle East and North Africa,4.771500111,0.889232516,0.788671136,0.18551667,0.158524141,0.021518147,2020,43.36,4891.00147,4891.00147
432,116,Liberia,Sub-Saharan Africa,4.571,0.0712,0.34201,0.28531,0.24362,0.06232,2015,,710.3840166,710.3840166
433,150,Liberia,Sub-Saharan Africa,3.622,0.10706,0.23165,0.25748,0.24063,0.04852,2016,,714.6233922,714.6233922
434,148,Liberia,Sub-Saharan Africa,3.532999992,0.119041793,0.229918197,0.332881182,0.266549885,0.038948249,2017,,698.7023587,698.7023587
435,149,Liberia,Sub-Saharan Africa,3.495,0.076,0.267,0.419,0.206,0.03,2018,,677.3223191,677.3223191
436,141,Liberia,Sub-Saharan Africa,3.975,0.073,0.443,0.37,0.233,0.033,2019,,621.8929536,621.8929536
437,119,Liberia,Sub-Saharan Africa,4.557899952,0.174103007,0.392284274,0.405943096,0.226967871,0.051139876,2020,,583.2717273,583.2717273
438,63,Libya,Middle East and North Africa,5.754,1.13145,0.7038,0.41668,0.18295,0.11023,2015,69.64,4337.919139,4337.919139
439,67,Libya,Middle East and North Africa,5.615,1.06688,0.52304,0.40672,0.17087,0.10339,2016,57.81,4035.196802,4035.196802
440,68,Libya,Middle East and North Africa,5.525000095,1.101803064,0.52016902,0.46573323,0.152073666,0.09261021,2017,54.47,5756.699325,5756.699325
441,70,Libya,Middle East and North Africa,5.566,0.985,0.553,0.496,0.116,0.148,2018,56.74,7877.12461,7877.12461
442,72,Libya,Middle East and North Africa,5.525,1.044,0.673,0.416,0.133,0.152,2019,59.18,7685.948132,7685.948132
443,80,Libya,Middle East and North Africa,5.488800049,1.021913767,0.615626633,0.451354057,0.142757699,0.172258079,2020,62.19,3699.228621,3699.228621
444,56,Lithuania,Central and Eastern Europe,5.833,1.14723,0.73128,0.21342,0.02641,0.01031,2015,36.69,14258.22933,14258.22933
445,60,Lithuania,Central and Eastern Europe,5.813,1.2692,0.64674,0.18929,0.02025,0.0182,2016,43.15,14998.12506,14998.12506
446,52,Lithuania,Central and Eastern Europe,5.90199995,1.314582348,0.62894994,0.234231785,0.010164657,0.011865643,2017,40.03,16843.69965,16843.69965
447,50,Lithuania,Central and Eastern Europe,5.952,1.197,0.716,0.35,0.026,0.006,2018,37.59,19166.81227,19166.81227
448,42,Lithuania,Central and Eastern Europe,6.149,1.238,0.818,0.291,0.043,0.042,2019,36.51,19555.21107,19555.21107
449,41,Lithuania,Central and Eastern Europe,6.215499878,1.193559647,0.795421183,0.42046079,0.053691041,0.081350274,2020,33.06,19997.59253,19997.59253
450,17,Luxembourg,Western Europe,6.946,1.56391,0.91894,0.61583,0.28034,0.37798,2015,35.74,101376.4966,101376.4966
451,20,Luxembourg,Western Europe,6.871,1.69752,0.84542,0.5487,0.27571,0.35329,2016,36.03,104278.391,104278.391
452,18,Luxembourg,Western Europe,6.862999916,1.741943598,0.845089495,0.596627891,0.283180982,0.318834424,2017,29.04,107361.3069,107361.3069
453,17,Luxembourg,Western Europe,6.91,1.576,0.896,0.632,0.196,0.321,2018,32.12,116597.2956,116597.2956
454,14,Luxembourg,Western Europe,7.09,1.609,1.012,0.526,0.194,0.316,2019,29.07,114685.1684,114685.1684
455,10,Luxembourg,Western Europe,7.237500191,1.536676049,0.986442685,0.610137045,0.19595392,0.367041469,2020,33.39,115873.6026,115873.6026
456,93,Macedonia,Central and Eastern Europe,5.007,0.91851,0.73545,0.33457,0.22359,0.05327,2015,,,
457,95,Macedonia,Central and Eastern Europe,5.121,1.0193,0.64738,0.27668,0.23507,0.07047,2016,,,
458,92,Macedonia,Central and Eastern Europe,5.175000191,1.064577937,0.644948184,0.325905979,0.253760964,0.060277794,2017,,,
459,89,Macedonia,Central and Eastern Europe,5.185,0.959,0.691,0.394,0.173,0.052,2018,,,
460,84,Macedonia,Central and Eastern Europe,5.274,0.983,0.838,0.345,0.185,0.034,2019,,,
461,89,Macedonia,Central and Eastern Europe,5.159800053,0.935371995,0.802994132,0.410224587,0.18586354,0.024595059,2020,,,
462,147,Madagascar,Sub-Saharan Africa,3.681,0.20824,0.46721,0.19184,0.21333,0.08124,2015,,467.2355537,467.2355537
463,148,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.37109,0.13684,0.2204,0.07506,2016,,475.9556084,475.9556084
464,144,Madagascar,Sub-Saharan Africa,3.644000053,0.305808693,0.375223309,0.189196765,0.20873253,0.067231975,2017,,515.2933093,515.2933093
465,143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.402,0.221,0.155,0.049,2018,,518.401123,518.401123
466,143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.555,0.148,0.169,0.041,2019,,526.2245722,526.2245722
467,130,Madagascar,Sub-Saharan Africa,4.165599823,0.244553208,0.500617027,0.192967549,0.191190064,0.076248638,2020,,495.4904009,495.4904009
468,131,Malawi,Sub-Saharan Africa,4.292,0.01604,0.22562,0.43054,0.33128,0.06977,2015,,380.5969877,380.5969877
469,132,Malawi,Sub-Saharan Africa,4.156,0.08709,0.29364,0.4143,0.30968,0.07564,2016,,315.7779871,315.7779871
470,136,Malawi,Sub-Saharan Africa,3.970000029,0.233442038,0.315089583,0.466914654,0.28717047,0.072711654,2017,,497.3104097,497.3104097
471,147,Malawi,Sub-Saharan Africa,3.587,0.186,0.306,0.531,0.21,0.08,2018,,535.3513457,535.3513457
472,150,Malawi,Sub-Saharan Africa,3.41,0.191,0.495,0.443,0.218,0.089,2019,,583.1102036,583.1102036
473,137,Malawi,Sub-Saharan Africa,3.538000107,0.176534727,0.446163297,0.487389833,0.213185057,0.131633952,2020,,625.2941292,625.2941292
474,61,Malaysia,Southeast Asia,5.77,1.12486,0.72394,0.53024,0.33075,0.10501,2015,69.97,9955.242722,9955.242722
475,47,Malaysia,Southeast Asia,6.005,1.25142,0.62366,0.39031,0.41474,0.09081,2016,68.55,9817.78709,9817.78709
476,42,Malaysia,Southeast Asia,6.084000111,1.29121542,0.618784428,0.402264982,0.41660893,0.065600708,2017,64.75,10259.30481,10259.30481
477,35,Malaysia,Southeast Asia,6.322,1.161,0.669,0.356,0.311,0.059,2018,63.05,11377.6542,11377.6542
478,80,Malaysia,Southeast Asia,5.339,1.221,0.828,0.508,0.26,0.024,2019,60.79,11414.20269,11414.20269
479,82,Malaysia,Southeast Asia,5.384300232,1.168421626,0.788511872,0.596941531,0.274886161,0.062163133,2020,58.84,10401.79401,10401.79401
480,138,Mali,Sub-Saharan Africa,3.995,0.26074,0.20583,0.38857,0.18798,0.12352,2015,,751.4728866,751.4728866
481,135,Mali,Sub-Saharan Africa,4.073,0.31292,0.16347,0.27544,0.21064,0.13647,2016,,780.7235695,780.7235695
482,127,Mali,Sub-Saharan Africa,4.190000057,0.476180494,0.169365674,0.306613743,0.183354199,0.104970247,2017,,830.0215153,830.0215153
483,118,Mali,Sub-Saharan Africa,4.447,0.37,0.152,0.367,0.139,0.056,2018,,894.8047765,894.8047765
484,128,Mali,Sub-Saharan Africa,4.39,0.385,0.308,0.327,0.153,0.052,2019,,879.1227752,879.1227752
485,111,Mali,Sub-Saharan Africa,4.729300022,0.352462649,0.234981522,0.377534449,0.16966705,0.062146276,2020,,858.9158055,858.9158055
486,37,Malta,Western Europe,6.302,1.2074,0.88721,0.60365,0.51752,0.13586,2015,25.91,24921.60368,24921.60368
487,30,Malta,Western Europe,6.488,1.30782,0.80315,0.54994,0.56237,0.17554,2016,26.73,25741.44606,25741.44606
488,27,Malta,Western Europe,6.52699995,1.343279839,0.821944237,0.588767052,0.574730575,0.153066069,2017,30.56,28250.69777,28250.69777
489,22,Malta,Western Europe,6.627,1.27,0.884,0.645,0.376,0.142,2018,31.93,30672.29224,30672.29224
490,22,Malta,Western Europe,6.726,1.3,0.999,0.564,0.375,0.151,2019,33.53,30186.19596,30186.19596
491,22,Malta,Western Europe,6.772799969,1.252513289,0.972042024,0.633239031,0.341180831,0.178864077,2020,39.04,27884.64283,27884.64283
492,124,Mauritania,Sub-Saharan Africa,4.436,0.45407,0.35874,0.24232,0.219,0.17461,2015,,1524.071753,1524.071753
493,130,Mauritania,Sub-Saharan Africa,4.201,0.61391,0.28639,0.1268,0.22686,0.17955,2016,,1536.854888,1536.854888
494,123,Mauritania,Sub-Saharan Africa,4.291999817,0.648457289,0.28534928,0.096098043,0.201870024,0.136957005,2017,,1577.86437,1577.86437
495,126,Mauritania,Sub-Saharan Africa,4.356,0.557,0.292,0.129,0.134,0.093,2018,,1601.291932,1601.291932
496,122,Mauritania,Sub-Saharan Africa,4.49,0.57,0.489,0.066,0.106,0.088,2019,,1679.442605,1679.442605
497,124,Mauritania,Sub-Saharan Africa,4.374599934,0.539684892,0.425184816,0.185714483,0.128899664,0.122257635,2020,,1672.923535,1672.923535
498,71,Mauritius,Sub-Saharan Africa,5.477,1.00761,0.7095,0.56066,0.37744,0.07521,2015,48.53,9260.447303,9260.447303
499,66,Mauritius,Sub-Saharan Africa,5.648,1.14372,0.66189,0.46145,0.36951,0.05203,2016,53.69,9681.623107,9681.623107
500,64,Mauritius,Sub-Saharan Africa,5.629000187,1.189395547,0.638007462,0.491247326,0.360933751,0.042181555,2017,51.13,10484.90583,10484.90583
501,55,Mauritius,Sub-Saharan Africa,5.891,1.09,0.684,0.584,0.245,0.05,2018,48.31,11208.3273,11208.3273
502,57,Mauritius,Sub-Saharan Africa,5.888,1.12,0.798,0.498,0.215,0.06,2019,46.81,11097.58693,11097.58693
503,49,Mauritius,Sub-Saharan Africa,6.101299763,1.07366395,0.763389409,0.590838134,0.186894551,0.084088229,2020,47.33,8622.675515,8622.675515
504,14,Mexico,Latin America and Caribbean,7.187,1.02054,0.81444,0.48181,0.14074,0.21312,2015,53.84,9616.645558,9616.645558
505,21,Mexico,Latin America and Caribbean,6.778,1.11508,0.71143,0.37709,0.11735,0.18355,2016,50.8,8744.515559,8744.515559
506,25,Mexico,Latin America and Caribbean,6.578000069,1.153183818,0.709978998,0.412730008,0.120990433,0.132774115,2017,50.32,9287.849587,9287.849587
507,24,Mexico,Latin America and Caribbean,6.488,1.038,0.761,0.479,0.069,0.095,2018,51.05,9686.514244,9686.514244
508,23,Mexico,Latin America and Caribbean,6.595,1.07,0.861,0.433,0.074,0.073,2019,52.3,9946.033829,9946.033829
509,24,Mexico,Latin America and Caribbean,6.465000153,1.024387479,0.831601024,0.553892553,0.083094485,0.083133668,2020,53.97,8346.702379,8346.702379
510,52,Moldova,Commonwealth of Independent States,5.889,0.59448,0.61826,0.32818,0.20951,0.01615,2015,49.7,2732.457113,2732.457113
511,55,Moldova,Commonwealth of Independent States,5.897,0.69177,0.52309,0.25202,0.19997,0.01903,2016,48.16,2880.439281,2880.439281
512,56,Moldova,Commonwealth of Independent States,5.837999821,0.72887063,0.589465201,0.240729049,0.208779126,0.010091286,2017,45.35,3509.69345,3509.69345
513,67,Moldova,Commonwealth of Independent States,5.64,0.657,0.62,0.232,0.171,0.0,2018,45.66,4230.363037,4230.363037
514,71,Moldova,Commonwealth of Independent States,5.529,0.685,0.739,0.245,0.181,0.0,2019,45.45,4494.018403,4494.018403
515,70,Moldova,Commonwealth of Independent States,5.607500076,0.707916796,0.713299453,0.389571488,0.174049184,0.014378744,2020,44.98,4551.130676,4551.130676
516,100,Mongolia,East Asia,4.874,0.82819,0.60268,0.43626,0.3323,0.02666,2015,70.25,3918.587015,3918.587015
517,101,Mongolia,East Asia,4.907,0.98853,0.55469,0.35972,0.34539,0.03285,2016,57.76,3660.151944,3660.151944
518,100,Mongolia,East Asia,4.954999924,1.027235866,0.557783484,0.394143969,0.33846423,0.032902289,2017,67.62,3669.406934,3669.406934
519,94,Mongolia,East Asia,5.125,0.914,0.575,0.395,0.253,0.032,2018,62.56,4134.979372,4134.979372
520,83,Mongolia,East Asia,5.285,0.948,0.667,0.317,0.235,0.038,2019,59.76,4339.844625,4339.844625
521,81,Mongolia,East Asia,5.456200123,0.904872775,0.615788162,0.355703115,0.263885736,0.046533126,2020,57.97,4007.308885,4007.308885
522,82,Montenegro,Central and Eastern Europe,5.192,0.97438,0.72521,0.1826,0.1614,0.14296,2015,34.89,6517.163752,6517.163752
523,88,Montenegro,Central and Eastern Europe,5.161,1.07838,0.63533,0.15111,0.17191,0.12721,2016,47.8,7033.604899,7033.604899
524,83,Montenegro,Central and Eastern Europe,5.236999989,1.121129036,0.667464674,0.194989055,0.197911024,0.088174194,2017,38.67,7803.411137,7803.411137
525,81,Montenegro,Central and Eastern Europe,5.347,1.017,0.729,0.259,0.111,0.081,2018,37.51,8850.094631,8850.094631
526,73,Montenegro,Central and Eastern Europe,5.523,1.051,0.871,0.197,0.142,0.08,2019,40.48,8910.651554,8910.651554
527,72,Montenegro,Central and Eastern Europe,5.54610014,1.010150075,0.839028895,0.303223848,0.14901033,0.098435111,2020,41.18,7686.092949,7686.092949
528,92,Morocco,Middle East and North Africa,5.013,0.73479,0.60954,0.41691,0.07172,0.08546,2015,47.55,2875.257985,2875.257985
529,90,Morocco,Middle East and North Africa,5.151,0.84058,0.59471,0.25646,0.04053,0.08404,2016,50.28,2896.722196,2896.722196
530,84,Morocco,Middle East and North Africa,5.235000134,0.878114581,0.597710669,0.408158332,0.032209955,0.087763183,2017,48.89,3035.454433,3035.454433
531,85,Morocco,Middle East and North Africa,5.254,0.779,0.669,0.46,0.026,0.074,2018,48.51,3226.982794,3226.982794
532,89,Morocco,Middle East and North Africa,5.208,0.801,0.782,0.418,0.036,0.076,2019,50.24,3230.409722,3230.409722
533,96,Morocco,Middle East and North Africa,5.094799995,0.75862211,0.745096922,0.450054139,0.040032551,0.077385604,2020,48.69,3009.24946,3009.24946
534,129,Myanmar,Southeast Asia,4.307,0.27108,0.48246,0.44017,0.79588,0.19034,2015,49.77,1144.474341,1144.474341
535,119,Myanmar,Southeast Asia,4.395,0.34112,0.3988,0.42692,0.81971,0.20243,2016,,1158.434566,1158.434566
536,114,Myanmar,Southeast Asia,4.545000076,0.36711055,0.397522569,0.514492035,0.838075161,0.188816205,2017,,1257.803576,1257.803576
537,130,Myanmar,Southeast Asia,4.308,0.682,0.429,0.58,0.598,0.178,2018,,1279.089756,1279.089756
538,131,Myanmar,Southeast Asia,4.36,0.71,0.555,0.525,0.566,0.172,2019,,1477.355368,1477.355368
539,127,Myanmar,Southeast Asia,4.308000088,0.67809093,0.495443076,0.597478867,0.569813728,0.187530354,2020,45.86,1400.218242,1400.218242
540,121,Nepal,South Asia,4.514,0.35997,0.56874,0.38282,0.32296,0.05907,2015,49.18,901.7496077,901.7496077
541,107,Nepal,South Asia,4.793,0.44626,0.50073,0.37012,0.3816,0.07008,2016,42.15,899.523581,899.523581
542,99,Nepal,South Asia,4.961999893,0.479820192,0.504130781,0.440305948,0.394096166,0.072975546,2017,37.15,1048.453755,1048.453755
543,101,Nepal,South Asia,4.88,0.425,0.539,0.526,0.302,0.078,2018,39.51,1178.525932,1178.525932
544,100,Nepal,South Asia,4.913,0.446,0.677,0.439,0.285,0.089,2019,36.44,1194.956876,1194.956876
545,91,Nepal,South Asia,5.137199879,0.444050372,0.66887939,0.480608255,0.300971806,0.127502963,2020,34.56,1155.142854,1155.142854
546,7,Netherlands,Western Europe,7.378,1.32944,0.89284,0.61576,0.4761,0.31814,2015,35.41,45175.23189,45175.23189
547,7,Netherlands,Western Europe,7.339,1.46468,0.81231,0.55211,0.47416,0.29927,2016,31.47,46007.85292,46007.85292
548,6,Netherlands,Western Europe,7.376999855,1.503944635,0.810696125,0.585384488,0.47048983,0.282661825,2017,29.89,48554.99228,48554.99228
549,6,Netherlands,Western Europe,7.441,1.361,0.878,0.638,0.333,0.295,2018,28.94,53018.62936,53018.62936
550,5,Netherlands,Western Europe,7.488,1.396,0.999,0.557,0.322,0.298,2019,28.57,52295.03905,52295.03905
551,6,Netherlands,Western Europe,7.448900223,1.338946342,0.975675344,0.61362648,0.336317569,0.368569762,2020,27.62,52304.05739,52304.05739
552,9,New Zealand,North America and ANZ,7.286,1.25018,0.90837,0.63938,0.47501,0.42922,2015,39.76,38630.72659,38630.72659
553,8,New Zealand,North America and ANZ,7.334,1.36066,0.83096,0.58147,0.49401,0.41904,2016,36.37,40080.49411,40080.49411
554,8,New Zealand,North America and ANZ,7.31400013,1.405706048,0.816759706,0.61406213,0.500005126,0.382816702,2017,38.78,42992.89527,42992.89527
555,8,New Zealand,North America and ANZ,7.324,1.268,0.876,0.669,0.365,0.389,2018,39.15,43306.07,43306.07
556,8,New Zealand,North America and ANZ,7.307,1.303,1.026,0.585,0.33,0.38,2019,39.55,41999.36829,41999.36829
557,8,New Zealand,North America and ANZ,7.299600124,1.242317915,1.008138299,0.646789908,0.325726211,0.461268276,2020,40.93,41791.79309,41791.79309
558,57,Nicaragua,Latin America and Caribbean,5.828,0.59325,0.74314,0.55475,0.27815,0.19317,2015,42.37,2049.851666,2049.851666
559,48,Nicaragua,Latin America and Caribbean,5.992,0.69384,0.65213,0.46582,0.29773,0.16292,2016,,2107.57406,2107.57406
560,43,Nicaragua,Latin America and Caribbean,6.071000099,0.737299204,0.653095961,0.447551847,0.301674217,0.130687982,2017,,2159.161926,2159.161926
561,41,Nicaragua,Latin America and Caribbean,6.141,0.668,0.7,0.527,0.208,0.128,2018,,2014.570287,2014.570287
562,45,Nicaragua,Latin America and Caribbean,6.105,0.694,0.835,0.435,0.2,0.127,2019,,1926.699694,1926.699694
563,46,Nicaragua,Latin America and Caribbean,6.13710022,0.620033145,0.803093255,0.560117304,0.212871477,0.174084574,2020,44.44,1905.256756,1905.256756
564,144,Niger,Sub-Saharan Africa,3.845,0.0694,0.29707,0.47692,0.19387,0.15639,2015,,484.2386326,484.2386326
565,142,Niger,Sub-Saharan Africa,3.856,0.1327,0.26162,0.38041,0.2097,0.17176,2016,,498.1053379,498.1053379
566,135,Niger,Sub-Saharan Africa,4.027999878,0.161925331,0.268505007,0.363658696,0.228673846,0.138572946,2017,,517.9770442,517.9770442
567,134,Niger,Sub-Saharan Africa,4.166,0.131,0.221,0.39,0.175,0.099,2018,,572.4301385,572.4301385
568,114,Niger,Sub-Saharan Africa,4.628,0.138,0.366,0.318,0.188,0.102,2019,,553.8949553,553.8949553
569,102,Niger,Sub-Saharan Africa,4.909599781,0.108330332,0.298816353,0.435311615,0.208176896,0.137554765,2020,,565.0613331,565.0613331
570,78,Nigeria,Sub-Saharan Africa,5.268,0.65435,0.16007,0.34334,0.27233,0.0403,2015,76.6,2687.480056,2687.480056
571,103,Nigeria,Sub-Saharan Africa,4.875,0.75216,0.05108,0.27854,0.23219,0.0305,2016,74.14,2176.002772,2176.002772
572,95,Nigeria,Sub-Saharan Africa,5.073999882,0.783756256,0.05691573,0.394952565,0.230947196,0.026121566,2017,70.87,1968.565398,1968.565398
573,91,Nigeria,Sub-Saharan Africa,5.155,0.689,0.048,0.462,0.201,0.032,2018,63.12,2027.778549,2027.778549
574,85,Nigeria,Sub-Saharan Africa,5.265,0.696,0.245,0.426,0.215,0.041,2019,64.41,2229.858652,2229.858652
575,112,Nigeria,Sub-Saharan Africa,4.724100113,0.645901859,0.167835936,0.435079455,0.221328124,0.047589935,2020,63.77,2097.092473,2097.092473
576,66,North Cyprus,Western Europe,5.695,1.20806,0.92356,0.49027,0.26169,0.1428,2015,,,
577,62,North Cyprus,Western Europe,5.771,1.31141,0.84142,0.43596,0.26322,0.16578,2016,,,
578,61,North Cyprus,Western Europe,5.809999943,1.346911311,0.834647238,0.471203625,0.266845703,0.155353352,2017,,,
579,58,North Cyprus,Western Europe,5.835,1.229,0.909,0.495,0.179,0.154,2018,,,
580,64,North Cyprus,Western Europe,5.718,1.263,1.042,0.417,0.191,0.162,2019,,,
581,76,North Cyprus,Western Europe,5.53550005,1.21279943,1.026124597,0.477885723,0.199160054,0.199802905,2020,,,
582,4,Norway,Western Europe,7.522,1.459,0.88521,0.66973,0.34699,0.36503,2015,31.19,74355.51586,74355.51586
583,4,Norway,Western Europe,7.498,1.57744,0.79579,0.59609,0.37895,0.35776,2016,30.11,70460.56053,70460.56053
584,1,Norway,Western Europe,7.537000179,1.616463184,0.796666503,0.635422587,0.362012237,0.315963835,2017,45.69,75496.75406,75496.75406
585,2,Norway,Western Europe,7.594,1.456,0.861,0.686,0.286,0.34,2018,43.33,82267.80932,82267.80932
586,3,Norway,Western Europe,7.554,1.488,1.028,0.603,0.271,0.341,2019,35.32,75826.08188,75826.08188
587,5,Norway,Western Europe,7.487999916,1.42420733,1.008071899,0.670200884,0.287985086,0.434100568,2020,35.43,67294.47698,67294.47698
588,81,Pakistan,South Asia,5.194,0.59543,0.51466,0.12102,0.33671,0.10464,2015,61.16,1356.667831,1356.667831
589,92,Pakistan,South Asia,5.132,0.68816,0.40306,0.14622,0.31185,0.1388,2016,56.63,1368.426961,1368.426961
590,80,Pakistan,South Asia,5.269000053,0.726883531,0.402047783,0.235215262,0.315446019,0.124348067,2017,54.38,1464.926195,1464.926195
591,75,Pakistan,South Asia,5.472,0.652,0.424,0.334,0.216,0.113,2018,51.23,1482.213067,1482.213067
592,67,Pakistan,South Asia,5.653,0.677,0.535,0.313,0.22,0.098,2019,46.73,1284.702047,1284.702047
593,66,Pakistan,South Asia,5.69329977,0.616799474,0.469933242,0.405421734,0.228705063,0.122592121,2020,44.08,1193.733397,1193.733397
594,108,Palestinian Territories,Middle East and North Africa,4.715,0.59867,0.66015,0.24499,0.11251,0.12905,2015,,,
595,108,Palestinian Territories,Middle East and North Africa,4.754,0.67024,0.56844,0.17744,0.11154,0.10613,2016,,,
596,103,Palestinian Territories,Middle East and North Africa,4.775000095,0.716249228,0.565666974,0.254711062,0.114173174,0.089282602,2017,,,
597,104,Palestinian Territories,Middle East and North Africa,4.743,0.642,0.602,0.266,0.086,0.076,2018,,,
598,110,Palestinian Territories,Middle East and North Africa,4.696,0.657,0.672,0.225,0.103,0.066,2019,,,
599,120,Palestinian Territories,Middle East and North Africa,4.552800179,0.587819219,0.613826573,0.29870075,0.091816261,0.071913652,2020,,,
600,25,Panama,Latin America and Caribbean,6.786,1.06353,0.79661,0.5421,0.24434,0.0927,2015,50.08,13630.32287,13630.32287
601,25,Panama,Latin America and Caribbean,6.701,1.18306,0.70835,0.48927,0.2418,0.08423,2016,52.69,14343.98139,14343.98139
602,30,Panama,Latin America and Caribbean,6.452000141,1.233748436,0.706156135,0.550026834,0.210556939,0.070983924,2017,50.01,15146.40237,15146.40237
603,27,Panama,Latin America and Caribbean,6.43,1.112,0.759,0.597,0.125,0.063,2018,48.35,15544.73352,15544.73352
604,31,Panama,Latin America and Caribbean,6.321,1.149,0.91,0.516,0.109,0.054,2019,46.43,15727.97449,15727.97449
605,36,Panama,Latin America and Caribbean,6.304800034,1.097667813,0.878546536,0.57984978,0.097207308,0.054230526,2020,47.19,12269.049,12269.049
606,53,Paraguay,Latin America and Caribbean,5.878,0.75985,0.66098,0.53899,0.3424,0.08242,2015,55.57,5413.776021,5413.776021
607,70,Paraguay,Latin America and Caribbean,5.538,0.89373,0.58295,0.46235,0.25296,0.07396,2016,,5324.609068,5324.609068
608,70,Paraguay,Latin America and Caribbean,5.493000031,0.932537317,0.579250693,0.473507792,0.224150658,0.091065913,2017,,5678.869972,5678.869972
609,64,Paraguay,Latin America and Caribbean,5.681,0.835,0.615,0.541,0.162,0.074,2018,,5782.78455,5782.78455
610,63,Paraguay,Latin America and Caribbean,5.743,0.855,0.777,0.514,0.184,0.08,2019,,5380.963322,5380.963322
611,67,Paraguay,Latin America and Caribbean,5.692100048,0.897990823,0.735869646,0.586510062,0.204299241,0.065077379,2020,49.6,4949.7497,4949.7497
612,58,Peru,Latin America and Caribbean,5.824,0.90019,0.73017,0.41496,0.14982,0.05989,2015,57.63,6229.100674,6229.100674
613,64,Peru,Latin America and Caribbean,5.743,0.99602,0.62994,0.37502,0.14527,0.05292,2016,64.0,6204.996457,6204.996457
614,63,Peru,Latin America and Caribbean,5.715000153,1.035225272,0.630166113,0.450002879,0.126819715,0.047049087,2017,63.28,6710.507602,6710.507602
615,65,Peru,Latin America and Caribbean,5.663,0.934,0.674,0.53,0.092,0.034,2018,63.91,6957.793411,6957.793411
616,65,Peru,Latin America and Caribbean,5.697,0.96,0.854,0.455,0.083,0.027,2019,65.28,7027.612207,7027.612207
617,63,Peru,Latin America and Caribbean,5.796800137,0.91854918,0.824444175,0.513210058,0.091611817,0.02703266,2020,68.15,6126.87454,6126.87454
618,90,Philippines,Southeast Asia,5.073,0.70532,0.58114,0.62545,0.24991,0.12279,2015,43.11,3001.043182,3001.043182
619,82,Philippines,Southeast Asia,5.279,0.81217,0.47036,0.54854,0.21674,0.11757,2016,37.61,3073.654686,3073.654686
620,72,Philippines,Southeast Asia,5.429999828,0.857699215,0.468009055,0.585214674,0.193513423,0.099331893,2017,39.77,3123.245642,3123.245642
621,71,Philippines,Southeast Asia,5.524,0.775,0.513,0.643,0.12,0.105,2018,40.13,3252.110274,3252.110274
622,69,Philippines,Southeast Asia,5.631,0.807,0.657,0.558,0.117,0.107,2019,40.83,3485.340844,3485.340844
