,Happiness_Rank,Country,Region,Happiness_Score,GDP_hscore,LifeExp_hscore,Freedom_hscore,Generosity_hscore,Corruption_hscore,Year,Actual_CrimeRate,Actual_GDP,Actual_LifeExp
201,3,Denmark,Western Europe,7.555,1.351,0.868,0.683,0.284,0.408,2018,22.02,61598.5367,61598.5367
202,2,Denmark,Western Europe,7.6,1.383,0.996,0.592,0.252,0.41,2019,24.25,60213.09215,60213.09215
203,2,Denmark,Western Europe,7.645599842,1.326948524,0.979332566,0.665039897,0.242793396,0.495260328,2020,25.1,60908.83513,60908.83513
204,98,Dominican Republic,Latin America and Caribbean,4.885,0.89537,0.66825,0.57672,0.21684,0.14234,2015,67.72,6921.520594,6921.520594
205,89,Dominican Republic,Latin America and Caribbean,5.155,1.02787,0.57669,0.52259,0.21286,0.12372,2016,63.25,7280.88361,7280.88361
206,86,Dominican Republic,Latin America and Caribbean,5.230000019,1.079373837,0.574873745,0.552589834,0.18696785,0.113945253,2017,62.62,7609.353275,7609.353275
207,83,Dominican Republic,Latin America and Caribbean,5.302,0.982,0.614,0.578,0.12,0.106,2018,61.53,8050.644076,8050.644076
208,77,Dominican Republic,Latin America and Caribbean,5.425,1.015,0.779,0.497,0.113,0.101,2019,61.35,8282.117131,8282.117131
209,68,Dominican Republic,Latin America and Caribbean,5.689199924,0.983191848,0.741901696,0.5628739,0.112196781,0.115945682,2020,61.16,7268.19691,7268.19691
210,48,Ecuador,Latin America and Caribbean,5.975,0.86402,0.79075,0.48574,0.11541,0.1809,2015,54.04,6124.490887,6124.490887
211,51,Ecuador,Latin America and Caribbean,5.976,0.97306,0.68613,0.4027,0.10074,0.18037,2016,52.95,6060.092962,6060.092962
212,44,Ecuador,Latin America and Caribbean,6.007999897,1.000820398,0.685636222,0.455198199,0.150112465,0.140134647,2017,50.88,6213.503127,6213.503127
213,48,Ecuador,Latin America and Caribbean,5.973,0.889,0.736,0.556,0.114,0.12,2018,49.18,6295.934662,6295.934662
214,50,Ecuador,Latin America and Caribbean,6.028,0.912,0.868,0.498,0.126,0.087,2019,48.98,6222.524653,6222.524653
215,58,Ecuador,Latin America and Caribbean,5.925199986,0.853383601,0.838837743,0.555234551,0.115006477,0.086753383,2020,50.9,5600.389615,5600.389615
216,135,Egypt,Middle East and North Africa,4.194,0.8818,0.61712,0.17288,0.11291,0.06324,2015,60.14,,
217,120,Egypt,Middle East and North Africa,4.362,0.95395,0.52116,0.18847,0.12706,0.10393,2016,56.53,,
218,104,Egypt,Middle East and North Africa,4.735000134,0.989701807,0.520187259,0.282110155,0.128631443,0.114381365,2017,52.86,,
219,122,Egypt,Middle East and North Africa,4.419,0.885,0.553,0.312,0.092,0.107,2018,53.72,,
220,137,Egypt,Middle East and North Africa,4.166,0.913,0.644,0.241,0.076,0.067,2019,50.71,,
221,131,Egypt,Middle East and North Africa,4.151400089,0.875228941,0.596911311,0.373684734,0.068801254,0.095461793,2020,46.92,,
222,42,El Salvador,Latin America and Caribbean,6.13,0.76454,0.67737,0.4035,0.10692,0.11776,2015,69.44,3705.579704,3705.579704
223,46,El Salvador,Latin America and Caribbean,6.068,0.8737,0.596,0.37269,0.08877,0.10613,2016,72.04,3805.995686,3805.995686
224,45,El Salvador,Latin America and Caribbean,6.002999783,0.909784496,0.596018553,0.43245253,0.078257985,0.08998096,2017,71.57,3910.255969,3910.255969
225,40,El Salvador,Latin America and Caribbean,6.167,0.806,0.639,0.461,0.065,0.082,2018,69.72,4052.624775,4052.624775
226,35,El Salvador,Latin America and Caribbean,6.253,0.794,0.789,0.43,0.093,0.074,2019,68.08,4167.730939,4167.730939
227,34,El Salvador,Latin America and Caribbean,6.34829998,0.748940408,0.752730012,0.524043918,0.1189363,0.117030352,2020,67.96,3798.636521,3798.636521
228,73,Estonia,Central and Eastern Europe,5.429,1.15174,0.77361,0.44888,0.0868,0.15184,2015,28.13,17522.23019,17522.23019
229,72,Estonia,Central and Eastern Europe,5.517,1.27964,0.68098,0.41511,0.08423,0.18519,2016,24.67,18437.25282,18437.25282
230,66,Estonia,Central and Eastern Europe,5.611000061,1.32087934,0.695168316,0.47913143,0.098890811,0.183248922,2017,23.0,20407.92738,20407.92738
231,63,Estonia,Central and Eastern Europe,5.739,1.2,0.737,0.553,0.086,0.174,2018,20.83,23159.39249,23159.39249
232,55,Estonia,Central and Eastern Europe,5.893,1.237,0.874,0.495,0.103,0.161,2019,20.8,23717.79945,23717.79945
233,51,Estonia,Central and Eastern Europe,6.021800041,1.192441225,0.842615008,0.576664805,0.125136748,0.201766819,2020,23.14,23312.27633,23312.27633
234,122,Ethiopia,Sub-Saharan Africa,4.512,0.19073,0.44055,0.4345,0.24325,0.15048,2015,35.07,640.5419231,640.5419231
235,115,Ethiopia,Sub-Saharan Africa,4.508,0.29283,0.34578,0.36703,0.29522,0.1717,2016,34.19,717.1248698,717.1248698
236,119,Ethiopia,Sub-Saharan Africa,4.460000038,0.339233845,0.353409708,0.408842742,0.31265074,0.165455714,2017,49.18,768.5230154,768.5230154
237,127,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.391,0.452,0.22,0.146,2018,47.67,771.5248663,771.5248663
238,134,Ethiopia,Sub-Saharan Africa,4.286,0.336,0.532,0.344,0.209,0.1,2019,47.18,855.7608852,855.7608852
239,129,Ethiopia,Sub-Saharan Africa,4.186200142,0.315125644,0.483846247,0.41256687,0.227698103,0.117437035,2020,49.21,936.3404611,936.3404611
240,6,Finland,Western Europe,7.406,1.29025,0.88911,0.64169,0.23351,0.41372,2015,29.55,42784.69836,42784.69836
241,5,Finland,Western Europe,7.413,1.40598,0.81091,0.57104,0.25492,0.41004,2016,28.12,43784.28396,43784.28396
242,5,Finland,Western Europe,7.468999863,1.443571925,0.80915767,0.617950857,0.245482773,0.382611543,2017,24.63,46297.49635,46297.49635
243,1,Finland,Western Europe,7.632,1.305,0.874,0.681,0.202,0.393,2018,23.7,50013.2942,50013.2942
244,1,Finland,Western Europe,7.769,1.34,0.986,0.596,0.153,0.393,2019,22.8,48711.56421,48711.56421
245,1,Finland,Western Europe,7.808700085,1.285189509,0.961271405,0.66231674,0.159670442,0.477857262,2020,23.32,49041.34226,49041.34226
246,29,France,Western Europe,6.575,1.27778,0.94579,0.55011,0.12332,0.20646,2015,49.71,36638.18493,36638.18493
247,32,France,Western Europe,6.478,1.39488,0.83795,0.46562,0.1216,0.17808,2016,44.06,37037.37419,37037.37419
248,31,France,Western Europe,6.441999912,1.430923462,0.844465852,0.470222116,0.129762307,0.172502428,2017,43.66,38685.25849,38685.25849
249,23,France,Western Europe,6.489,1.293,0.908,0.52,0.098,0.176,2018,45.29,41526.41466,41526.41466
250,24,France,Western Europe,6.592,1.324,1.045,0.436,0.111,0.183,2019,46.39,40380.09877,40380.09877
251,23,France,Western Europe,6.663799763,1.268129349,1.029714227,0.514050901,0.112607703,0.227303237,2020,46.79,38625.06738,38625.06738
252,143,Gabon,Sub-Saharan Africa,3.896,1.06024,0.43372,0.31914,0.06822,0.11091,2015,,7384.700704,7384.700704
253,134,Gabon,Sub-Saharan Africa,4.121,1.15851,0.3494,0.28098,0.06244,0.09314,2016,,6984.419712,6984.419712
254,118,Gabon,Sub-Saharan Africa,4.465000153,1.198210239,0.356578588,0.312328577,0.043785378,0.076046787,2017,,7230.434912,7230.434912
255,103,Gabon,Sub-Saharan Africa,4.758,1.036,0.404,0.356,0.032,0.052,2018,,7956.627816,7956.627816
256,104,Gabon,Sub-Saharan Africa,4.799,1.057,0.571,0.295,0.043,0.055,2019,,7767.016979,7767.016979
257,106,Gabon,Sub-Saharan Africa,4.829299927,0.988044381,0.522574842,0.369459897,0.052013602,0.055804539,2020,,7005.879097,7005.879097
258,130,Georgia,Commonwealth of Independent States,4.297,0.7419,0.72926,0.40577,0.05547,0.38331,2015,22.01,4014.185944,4014.185944
259,126,Georgia,Commonwealth of Independent States,4.252,0.83792,0.64035,0.32461,0.06786,0.3188,2016,22.16,4062.169888,4062.169888
260,125,Georgia,Commonwealth of Independent States,4.285999775,0.950612664,0.649546981,0.309410036,0.054008815,0.251666635,2017,20.83,4357.000936,4357.000936
261,128,Georgia,Commonwealth of Independent States,4.34,0.853,0.643,0.375,0.038,0.215,2018,20.35,4722.787783,4722.787783
262,119,Georgia,Commonwealth of Independent States,4.519,0.886,0.752,0.346,0.043,0.164,2019,19.86,4697.983652,4697.983652
263,114,Georgia,Commonwealth of Independent States,4.672599792,0.847198069,0.694657624,0.485494107,0.047609735,0.174088076,2020,20.21,4278.860771,4278.860771
264,26,Germany,Western Europe,6.75,1.32792,0.89186,0.61477,0.28214,0.21843,2015,28.49,41086.72967,41086.72967
265,16,Germany,Western Europe,6.994,1.44787,0.81487,0.53466,0.30452,0.28551,2016,32.95,42107.51727,42107.51727
266,16,Germany,Western Europe,6.951000214,1.487923384,0.798950732,0.562511384,0.33626917,0.276731938,2017,32.03,44442.77184,44442.77184
267,15,Germany,Western Europe,6.965,1.34,0.861,0.586,0.273,0.28,2018,36.65,47787.16051,47787.16051
268,17,Germany,Western Europe,6.985,1.373,0.987,0.495,0.261,0.265,2019,34.51,46467.5162,46467.5162
269,17,Germany,Western Europe,7.075799942,1.314184546,0.972114801,0.564274132,0.252037704,0.309362292,2020,34.81,45723.6441,45723.6441
270,114,Ghana,Sub-Saharan Africa,4.633,0.54558,0.40132,0.42342,0.23087,0.04355,2015,49.42,1705.575082,1705.575082
271,124,Ghana,Sub-Saharan Africa,4.276,0.63107,0.29681,0.40973,0.21203,0.0326,2016,49.01,1913.473536,1913.473536
272,131,Ghana,Sub-Saharan Africa,4.119999886,0.667224824,0.295637727,0.423026294,0.256923944,0.02533637,2017,46.99,2020.68179,2020.68179
273,108,Ghana,Sub-Saharan Africa,4.657,0.592,0.337,0.499,0.212,0.029,2018,45.0,2194.232477,2194.232477
274,98,Ghana,Sub-Saharan Africa,4.996,0.611,0.486,0.381,0.245,0.04,2019,51.95,2210.355923,2210.355923
275,90,Ghana,Sub-Saharan Africa,5.147999763,0.575862467,0.432162255,0.477290064,0.261291206,0.056570381,2020,48.97,2328.534642,2328.534642
276,102,Greece,Western Europe,4.857,1.15406,0.88213,0.07699,0.0,0.01397,2015,41.35,18050.09761,18050.09761
277,99,Greece,Western Europe,5.033,1.24886,0.80029,0.05822,0.0,0.04127,2016,38.46,17885.39281,17885.39281
278,87,Greece,Western Europe,5.227000237,1.289487481,0.810198903,0.095731251,0.0,0.043289777,2017,40.32,18562.22943,18562.22943
279,79,Greece,Western Europe,5.358,1.154,0.879,0.131,0.0,0.044,2018,39.07,19765.99645,19765.99645
280,82,Greece,Western Europe,5.287,1.181,0.999,0.067,0.0,0.034,2019,38.57,19150.7862,19150.7862
281,77,Greece,Western Europe,5.514999866,1.128070116,0.979431748,0.173516348,0.0,0.048844352,2020,40.32,17676.19248,17676.19248
282,43,Guatemala,Latin America and Caribbean,6.123,0.74553,0.64425,0.57733,0.27489,0.09472,2015,79.34,3994.636913,3994.636913
283,39,Guatemala,Latin America and Caribbean,6.324,0.83454,0.54039,0.50379,0.28808,0.08701,2016,63.54,4173.301666,4173.301666
284,29,Guatemala,Latin America and Caribbean,6.453999996,0.872001946,0.54023999,0.531310618,0.283488393,0.077223279,2017,59.58,4454.04815,4454.04815
285,30,Guatemala,Latin America and Caribbean,6.382,0.781,0.608,0.604,0.179,0.071,2018,59.35,4478.424646,4478.424646
286,27,Guatemala,Latin America and Caribbean,6.436,0.8,0.746,0.535,0.175,0.078,2019,55.92,4638.634943,4638.634943
287,29,Guatemala,Latin America and Caribbean,6.398900032,0.753815711,0.705952585,0.613146722,0.170611665,0.0983603,2020,57.83,4603.339617,4603.339617
288,150,Guinea,Sub-Saharan Africa,3.656,0.17417,0.24009,0.37725,0.28657,0.12139,2015,,769.2554754,769.2554754
289,151,Guinea,Sub-Saharan Africa,3.607,0.22415,0.18829,0.30953,0.29914,0.1192,2016,,732.2915119,732.2915119
290,149,Guinea,Sub-Saharan Africa,3.506999969,0.24454993,0.194129139,0.348587513,0.264815092,0.110937618,2017,,855.5752706,855.5752706
291,140,Guinea,Sub-Saharan Africa,3.964,0.344,0.211,0.394,0.185,0.094,2018,,955.1112811,955.1112811
292,118,Guinea,Sub-Saharan Africa,4.534,0.38,0.375,0.332,0.207,0.086,2019,,1058.143368,1058.143368
293,101,Guinea,Sub-Saharan Africa,4.949299812,0.390007734,0.333655238,0.371878058,0.249490842,0.112204559,2020,,1194.037865,1194.037865
294,119,Haiti,Latin America and Caribbean,4.518,0.26673,0.38847,0.24425,0.46187,0.17175,2015,62.31,1389.119779,1389.119779
295,136,Haiti,Latin America and Caribbean,4.028,0.34097,0.27494,0.12072,0.47958,0.14476,2016,,1265.986932,1265.986932
296,145,Haiti,Latin America and Caribbean,3.602999926,0.368610263,0.27732113,0.030369857,0.489203781,0.09987215,2017,,1294.239628,1294.239628
297,148,Haiti,Latin America and Caribbean,3.582,0.315,0.289,0.025,0.392,0.104,2018,,1435.350852,1435.350852
298,147,Haiti,Latin America and Caribbean,3.597,0.323,0.449,0.026,0.419,0.11,2019,,1272.490699,1272.490699
299,135,Haiti,Latin America and Caribbean,3.720799923,0.284734428,0.37436673,0.169297516,0.463909656,0.161935672,2020,,1176.75582,1176.75582
300,105,Honduras,Latin America and Caribbean,4.788,0.59532,0.6951,0.40148,0.23027,0.06825,2015,74.91,2302.204411,2302.204411
301,104,Honduras,Latin America and Caribbean,4.871,0.69429,0.58383,0.26755,0.2044,0.06906,2016,76.43,2342.584904,2342.584904
302,91,Honduras,Latin America and Caribbean,5.181000233,0.730573118,0.58256948,0.34807986,0.236188874,0.073345453,2017,78.34,2453.727115,2453.727115
303,72,Honduras,Latin America and Caribbean,5.504,0.62,0.622,0.459,0.197,0.074,2018,78.89,2510.322943,2510.322943
304,59,Honduras,Latin America and Caribbean,5.86,0.642,0.828,0.507,0.246,0.078,2019,76.84,2574.356751,2574.356751
305,56,Honduras,Latin America and Caribbean,5.953199863,0.598763585,0.791989982,0.568148077,0.256528199,0.086807102,2020,76.11,2405.732848,2405.732848
306,72,Hong Kong,East Asia,5.474,1.38604,1.01328,0.59608,0.39478,0.37124,2015,19.24,,
307,75,Hong Kong,East Asia,5.458,1.5107,0.95277,0.48079,0.40097,0.31647,2016,20.85,,
308,71,Hong Kong,East Asia,5.472000122,1.551674843,0.943062425,0.490968645,0.374465793,0.293933749,2017,20.68,,
309,76,Hong Kong,East Asia,5.43,1.405,1.03,0.524,0.246,0.291,2018,20.9,,
310,76,Hong Kong,East Asia,5.43,1.438,1.122,0.44,0.258,0.287,2019,19.32,,
311,78,Hong Kong,East Asia,5.510399818,1.376746058,1.136630654,0.459356517,0.288280904,0.332485437,2020,20.7,,
312,104,Hungary,Central and Eastern Europe,4.8,1.12094,0.75905,0.32112,0.128,0.02758,2015,41.76,12706.89121,12706.89121
313,91,Hungary,Central and Eastern Europe,5.145,1.24142,0.67608,0.1977,0.099,0.04472,2016,41.93,13090.50673,13090.50673
314,75,Hungary,Central and Eastern Europe,5.323999882,1.286011934,0.687763453,0.175863519,0.078401662,0.036636937,2017,38.39,14605.85435,14605.85435
315,69,Hungary,Central and Eastern Europe,5.62,1.171,0.732,0.259,0.061,0.022,2018,36.51,16411.44111,16411.44111
316,62,Hungary,Central and Eastern Europe,5.758,1.201,0.828,0.199,0.081,0.02,2019,35.17,16733.32217,16733.32217
317,53,Hungary,Central and Eastern Europe,6.000400066,1.164307117,0.806793869,0.386401802,0.070491239,0.027548173,2020,35.08,15899.14828,15899.14828
318,2,Iceland,Western Europe,7.561,1.30232,0.94784,0.62877,0.4363,0.14145,2015,33.32,52951.68151,52951.68151
319,3,Iceland,Western Europe,7.501,1.42666,0.86733,0.56624,0.47678,0.14975,2016,29.89,61987.92636,61987.92636
320,3,Iceland,Western Europe,7.504000187,1.48063302,0.833552122,0.627162635,0.475540221,0.153526559,2017,27.49,72010.14903,72010.14903
321,4,Iceland,Western Europe,7.495,1.343,0.914,0.677,0.353,0.138,2018,24.49,74348.36228,74348.36228
322,4,Iceland,Western Europe,7.494,1.38,1.026,0.591,0.354,0.118,2019,23.28,68883.14877,68883.14877
323,4,Iceland,Western Europe,7.504499912,1.326501608,1.000843406,0.661980748,0.362330228,0.144540772,2020,23.36,59260.88714,59260.88714
324,117,India,South Asia,4.565,0.64499,0.51529,0.39786,0.26475,0.08492,2015,46.55,1605.605445,1605.605445
325,118,India,South Asia,4.404,0.74036,0.45091,0.40285,0.25028,0.08722,2016,46.59,1732.554242,1732.554242
326,122,India,South Asia,4.315000057,0.792221248,0.455427617,0.469987005,0.231538489,0.092226885,2017,43.96,1980.66702,1980.66702
327,133,India,South Asia,4.19,0.721,0.485,0.539,0.172,0.093,2018,44.16,1996.915087,1996.915087
328,140,India,South Asia,4.015,0.755,0.588,0.498,0.2,0.085,2019,42.72,2100.751461,2100.751461
329,136,India,South Asia,3.573299885,0.730576158,0.54057014,0.581142247,0.237072483,0.105587982,2020,43.32,1900.70681,1900.70681
330,74,Indonesia,Southeast Asia,5.399,0.82827,0.63793,0.46611,0.51535,0.0,2015,47.22,3331.695115,3331.695115
331,79,Indonesia,Southeast Asia,5.314,0.95104,0.49374,0.39237,0.56521,0.00322,2016,46.97,3562.816334,3562.816334
332,81,Indonesia,Southeast Asia,5.262000084,0.995538592,0.492345721,0.443323463,0.611704588,0.015317135,2017,49.68,3837.578024,3837.578024
333,96,Indonesia,Southeast Asia,5.093,0.899,0.522,0.538,0.484,0.018,2018,44.72,3893.859578,3893.859578
334,92,Indonesia,Southeast Asia,5.192,0.931,0.66,0.491,0.498,0.028,2019,46.01,4135.201531,4135.201531
335,84,Indonesia,Southeast Asia,5.285600185,0.891720712,0.610437036,0.568161428,0.542646527,0.038278613,2020,45.84,3869.588427,3869.588427
336,110,Iran,Middle East and North Africa,4.686,1.0088,0.69805,0.30033,0.38086,0.05863,2015,50.9,,
337,105,Iran,Middle East and North Africa,4.813,1.11758,0.64232,0.22544,0.38538,0.0557,2016,52.37,,
338,108,Iran,Middle East and North Africa,4.691999912,1.156873107,0.639333189,0.249322608,0.387242913,0.048761073,2017,50.9,,
339,106,Iran,Middle East and North Africa,4.707,1.059,0.691,0.459,0.282,0.129,2018,49.4,,
340,117,Iran,Middle East and North Africa,4.548,1.1,0.785,0.305,0.27,0.125,2019,49.33,,
341,115,Iran,Middle East and North Africa,4.672399998,1.029322505,0.749053836,0.301195472,0.27697894,0.142651513,2020,49.25,,
342,112,Iraq,Middle East and North Africa,4.677,0.98549,0.60237,0.0,0.17922,0.13788,2015,54.06,4688.318017,4688.318017
343,112,Iraq,Middle East and North Africa,4.575,1.07474,0.51076,0.24856,0.19589,0.13636,2016,51.51,4550.658638,4550.658638
344,117,Iraq,Middle East and North Africa,4.497000217,1.102710485,0.50118047,0.288555533,0.199637264,0.107215755,2017,54.35,5076.690795,5076.690795
345,117,Iraq,Middle East and North Africa,4.456,1.01,0.536,0.304,0.148,0.095,2018,43.34,5523.078375,5523.078375
346,126,Iraq,Middle East and North Africa,4.437,1.043,0.574,0.241,0.148,0.089,2019,45.56,5658.492267,5658.492267
347,108,Iraq,Middle East and North Africa,4.784800053,0.982018709,0.529350698,0.283588052,0.153002068,0.073164992,2020,47.78,4157.484495,4157.484495
348,18,Ireland,Western Europe,6.94,1.33596,0.89533,0.61777,0.45901,0.28703,2015,49.07,62000.11881,62000.11881
349,19,Ireland,Western Europe,6.907,1.48341,0.81455,0.54008,0.44963,0.29754,2016,48.39,62993.7451,62993.7451
350,15,Ireland,Western Europe,6.977000237,1.535706639,0.809782624,0.573110342,0.427858323,0.298388153,2017,45.77,70413.12183,70413.12183
351,14,Ireland,Western Europe,6.977,1.448,0.876,0.614,0.307,0.306,2018,43.82,79297.7292,79297.7292
352,16,Ireland,Western Europe,7.021,1.499,0.999,0.516,0.298,0.31,2019,44.52,80778.82961,80778.82961
353,16,Ireland,Western Europe,7.093699932,1.446886778,0.975670695,0.587779939,0.295426995,0.373433262,2020,45.43,83812.80297,83812.80297
354,11,Israel,Middle East and North Africa,7.278,1.22857,0.91387,0.41319,0.33172,0.07785,2015,30.4,35813.71341,35813.71341
355,11,Israel,Middle East and North Africa,7.267,1.33766,0.84917,0.36432,0.32288,0.08728,2016,30.63,37282.53056,37282.53056
356,11,Israel,Middle East and North Africa,7.212999821,1.375382423,0.838404,0.405988604,0.330082655,0.0852421,2017,29.01,40474.66813,40474.66813
357,19,Israel,Middle East and North Africa,6.814,1.301,0.883,0.533,0.354,0.272,2018,36.9,41704.82857,41704.82857
358,13,Israel,Middle East and North Africa,7.139,1.276,1.029,0.371,0.261,0.082,2019,32.16,43588.71315,43588.71315
359,14,Israel,Middle East and North Africa,7.128600121,1.216463685,1.008052945,0.420699477,0.266861796,0.09989845,2020,29.6,43610.52033,43610.52033
360,50,Italy,Western Europe,5.948,1.25114,0.95446,0.26236,0.22823,0.02901,2015,47.5,30230.2263,30230.2263
361,50,Italy,Western Europe,5.977,1.35495,0.85102,0.18827,0.16684,0.02556,2016,46.22,30939.71425,30939.71425
362,48,Italy,Western Europe,5.964000225,1.395066619,0.853144348,0.256450713,0.172789648,0.028028091,2017,44.66,32326.67421,32326.67421
363,47,Italy,Western Europe,6.0,1.264,0.946,0.281,0.137,0.028,2018,44.53,34608.6756,34608.6756
364,36,Italy,Western Europe,6.223,1.294,1.039,0.231,0.158,0.03,2019,45.02,33566.7873,33566.7873
365,30,Italy,Western Europe,6.38740015,1.236396074,1.022504926,0.321305573,0.170266211,0.040145598,2020,44.26,31676.2021,31676.2021
366,151,Ivory Coast,Sub-Saharan Africa,3.655,0.46534,0.15185,0.46866,0.20165,0.17922,2015,,,
367,139,Ivory Coast,Sub-Saharan Africa,3.916,0.55507,0.04476,0.40663,0.20338,0.1553,2016,,,
368,128,Ivory Coast,Sub-Saharan Africa,4.179999828,0.603048921,0.04864217,0.447706193,0.20123747,0.130061775,2017,,,
369,107,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.08,0.467,0.146,0.103,2018,,,
370,99,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.232,0.352,0.154,0.09,2019,,,
371,85,Ivory Coast,Sub-Saharan Africa,5.233300209,0.537094414,0.154942513,0.397122532,0.169915587,0.093495794,2020,,,
372,65,Jamaica,Latin America and Caribbean,5.709,0.81038,0.68741,0.50442,0.2123,0.02299,2015,71.91,4907.927415,4907.927415
373,73,Jamaica,Latin America and Caribbean,5.51,0.89333,0.59469,0.43597,0.22245,0.04294,2016,65.53,4843.7499,4843.7499
374,76,Jamaica,Latin America and Caribbean,5.31099987,0.925579309,0.641022384,0.474307239,0.233818337,0.055267781,2017,67.48,5070.099503,5070.099503
375,56,Jamaica,Latin America and Caribbean,5.89,0.819,0.693,0.575,0.096,0.031,2018,66.87,5359.993789,5359.993789
376,56,Jamaica,Latin America and Caribbean,5.89,0.831,0.831,0.49,0.107,0.028,2019,65.28,5369.498371,5369.498371
377,60,Jamaica,Latin America and Caribbean,5.889800072,0.779058397,0.788434088,0.553124607,0.116268493,0.030147785,2020,66.04,4664.52915,4664.52915
378,46,Japan,East Asia,5.987,1.27074,0.99111,0.49615,0.10705,0.1806,2015,20.24,34524.46986,34524.46986
379,53,Japan,East Asia,5.921,1.38007,0.91491,0.46761,0.10224,0.18985,2016,19.34,38761.81815,38761.81815
380,51,Japan,East Asia,5.920000076,1.416915178,0.913475871,0.505625546,0.120572768,0.163760737,2017,20.89,38386.51115,38386.51115
381,54,Japan,East Asia,5.915,1.294,0.988,0.553,0.079,0.15,2018,13.1,39159.42356,39159.42356
382,58,Japan,East Asia,5.886,1.327,1.088,0.445,0.069,0.14,2019,13.73,40113.06097,40113.06097
383,62,Japan,East Asia,5.870800018,1.26672411,1.072881341,0.495465875,0.03571178,0.181439638,2020,20.66,..,..
384,82,Jordan,Middle East and North Africa,5.192,0.90198,0.69639,0.40661,0.11053,0.14293,2015,45.51,4164.108769,4164.108769
385,80,Jordan,Middle East and North Africa,5.303,0.99673,0.60712,0.36023,0.14262,0.13297,2016,46.89,4175.356602,4175.356602
386,74,Jordan,Middle East and North Africa,5.335999966,0.991012394,0.604590058,0.418421149,0.17217046,0.119803272,2017,43.14,4231.51828,4231.51828
387,90,Jordan,Middle East and North Africa,5.161,0.822,0.645,0.468,0.13,0.134,2018,44.55,4308.151074,4308.151074
388,101,Jordan,Middle East and North Africa,4.906,0.837,0.815,0.383,0.11,0.13,2019,43.82,4405.487109,4405.487109
389,116,Jordan,Middle East and North Africa,4.633399963,0.785179198,0.777624726,0.424855083,0.091494769,0.151878625,2020,40.83,4282.765823,4282.765823
390,54,Kazakhstan,Commonwealth of Independent States,5.855,1.12254,0.64368,0.51649,0.11827,0.08454,2015,46.68,10510.77189,10510.77189
391,54,Kazakhstan,Commonwealth of Independent States,5.919,1.22943,0.57386,0.4052,0.15011,0.11132,2016,45.88,7714.841844,7714.841844
392,60,Kazakhstan,Commonwealth of Independent States,5.818999767,1.28455627,0.606041551,0.437454283,0.201964423,0.119282886,2017,48.29,9247.581331,9247.581331
393,60,Kazakhstan,Commonwealth of Independent States,5.79,1.143,0.631,0.454,0.148,0.121,2018,49.15,9812.626371,9812.626371
394,60,Kazakhstan,Commonwealth of Independent States,5.809,1.173,0.729,0.41,0.146,0.096,2019,66.51,9812.595808,9812.595808
395,50,Kazakhstan,Commonwealth of Independent States,6.057899952,1.122594237,0.698788941,0.497432142,0.153713793,0.110463686,2020,62.02,9055.745009,9055.745009
396,125,Kenya,Sub-Saharan Africa,4.419,0.36471,0.41435,0.42215,0.37542,0.05839,2015,72.61,1336.883265,1336.883265
397,122,Kenya,Sub-Saharan Africa,4.356,0.52267,0.30147,0.40576,0.41328,0.06686,2016,69.49,1410.532025,1410.532025
398,112,Kenya,Sub-Saharan Africa,4.552999973,0.560479462,0.30998835,0.452763766,0.444860309,0.064641319,2017,64.96,1572.345734,1572.345734
399,124,Kenya,Sub-Saharan Africa,4.41,0.493,0.454,0.504,0.352,0.055,2018,59.77,1708.001428,1708.001428
400,121,Kenya,Sub-Saharan Africa,4.509,0.512,0.581,0.431,0.372,0.053,2019,54.82,1816.547124,1816.547124
401,117,Kenya,Sub-Saharan Africa,4.583000183,0.476413399,0.536312759,0.519180536,0.393902093,0.067201078,2020,61.66,1838.209968,1838.209968
402,69,Kosovo,Central and Eastern Europe,5.589,0.80148,0.63132,0.24749,0.2831,0.04741,2015,,3603.025501,3603.025501
403,77,Kosovo,Central and Eastern Europe,5.401,0.90145,0.54,0.14396,0.27992,0.06547,2016,,3780.003689,3780.003689
404,78,Kosovo,Central and Eastern Europe,5.278999805,0.951484382,0.54145205,0.260287941,0.319931448,0.057471618,2017,,4045.614209,4045.614209
405,66,Kosovo,Central and Eastern Europe,5.662,0.855,0.578,0.448,0.274,0.023,2018,,4419.914327,4419.914327
406,46,Kosovo,Central and Eastern Europe,6.1,0.882,0.758,0.489,0.262,0.006,2019,,4445.890702,4445.890702
407,35,Kosovo,Central and Eastern Europe,6.325200081,0.840481341,0.672709167,0.557280421,0.325286865,0.008559024,2020,,4287.200903,4287.200903
408,39,Kuwait,Middle East and North Africa,6.295,1.55422,0.72492,0.55499,0.16228,0.25609,2015,43.51,29869.55275,29869.55275
409,41,Kuwait,Middle East and North Africa,6.239,1.61714,0.63569,0.43166,0.15965,0.23669,2016,36.04,27653.15762,27653.15762
410,39,Kuwait,Middle East and North Africa,6.105000019,1.632952452,0.632105708,0.496337593,0.228289798,0.21515955,2017,33.48,29759.46744,29759.46744
411,45,Kuwait,Middle East and North Africa,6.083,1.474,0.675,0.554,0.167,0.106,2018,37.03,33399.06048,33399.06048
